station_name,station_id,station_operator,prov,lat,lon,elev,climate_id,WMO_id,TC_id,date,year,month,dir_max_gust,dir_max_gust_flag,extr_max_temp,extr_max_temp_flag,extr_min_temp,extr_min_temp_flag,mean_max_temp,mean_max_temp_flag,mean_min_temp,mean_min_temp_flag,mean_temp,mean_temp_flag,snow_grnd_last_day,snow_grnd_last_day_flag,spd_max_gust,spd_max_gust_flag,total_precip,total_precip_flag,total_rain,total_rain_flag,total_snow,total_snow_flag
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-01-01,1890,01,NA,,-5.6,S,-40,S,-19.9,,-30.8,,-25.4,,NA,,NA,,17.8,,0,,17.8,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-02-01,1890,02,NA,,0,,-39.4,,-15.5,,-27.4,,-21.5,,NA,,NA,,25.4,,0,,25.4,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-03-01,1890,03,NA,,1.7,S,-34.4,,-6.2,,-19.1,,-12.7,,NA,,NA,,6.4,,1.3,,5.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-04-01,1890,04,NA,,21.1,S,-11.7,,10.5,,-2.9,,3.8,,NA,,NA,,40.4,,40.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-05-01,1890,05,NA,,21.1,,-7.8,S,12.5,,-0.5,,6,,NA,,NA,,117.9,,117.9,,0,T
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-06-01,1890,06,NA,,31.7,,3.3,,25.6,,10.3,,18,,NA,,NA,,10.4,,10.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-07-01,1890,07,NA,,35,,4.4,,25.6,,10,,17.8,,NA,,NA,,79.8,,79.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-08-01,1890,08,NA,,33.3,,1.1,,21.5,,7.7,,14.6,,NA,,NA,,131.3,,131.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-09-01,1890,09,NA,,31.1,,-3.9,S,17.1,,3,,10.1,,NA,,NA,,63.2,,63.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-10-01,1890,10,NA,,27.8,,-5.6,,10.6,,0.9,,5.8,,NA,,NA,,37.1,,37.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-11-01,1890,11,NA,,15,,-18.3,,4.9,,-7.6,,-1.4,,NA,,NA,,8.9,,0,,8.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1890-12-01,1890,12,NA,,9.4,,-27.2,,-2.2,,-15.8,,-9,,NA,,NA,,2.5,,0,,2.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-01-01,1891,01,NA,,5.6,,-35.6,,-5.7,,-19.7,,-12.7,,NA,,NA,,19.1,,0,,19.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-02-01,1891,02,NA,,-4.4,,-42.8,,-14.4,,-27.8,,-21.1,,NA,,NA,,35.6,,0,,35.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-03-01,1891,03,NA,,10,S,-36.1,,-4.7,,-19.2,,-12,,NA,,NA,,5.8,,0,,5.8,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-04-01,1891,04,NA,,31.1,,-15.6,,15.7,,-1.1,,7.3,,NA,,NA,,36.3,,36.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-05-01,1891,05,NA,,36.1,,-13.9,,18.9,,0.8,,9.9,,NA,,NA,,7.1,,7.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-06-01,1891,06,NA,,29.4,,-2.2,,20.6,,7.9,,14.3,,NA,,NA,,155.7,,155.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-07-01,1891,07,NA,,27.8,,2.2,,22.7,,8.2,,15.5,,NA,,NA,,37.3,,37.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-08-01,1891,08,NA,,31.1,,-1.1,,23.6,,8.2,,15.9,,NA,,NA,,47.5,,47.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-09-01,1891,09,NA,,31.7,,-3.9,,21.6,,5.6,,13.6,,NA,,NA,,28.2,,28.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-10-01,1891,10,NA,,21.1,,-7.8,S,11.9,,-2.1,,4.9,,NA,,NA,,26.7,,17.8,,8.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-11-01,1891,11,NA,,11.1,,-36.1,,-3.6,,-14.8,,-9.2,,NA,,NA,,15.2,,0,,15.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1891-12-01,1891,12,NA,,4.4,,-39.4,,-5.9,,-16.3,,-11.1,,NA,,NA,,8.1,,0,,8.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-01-01,1892,01,NA,,3.9,,-43.3,,-14.1,,-26.8,,-20.5,,NA,,NA,,1.3,,0,,1.3,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-02-01,1892,02,NA,,0.6,S,-37.2,S,-11.6,,-24.5,,-18.1,,NA,,NA,,22.9,,0,,22.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-03-01,1892,03,NA,,13.9,,-31.7,,-1.1,,-13.7,,-7.4,,NA,,NA,,7.6,,7.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-04-01,1892,04,NA,,19.4,,-14.4,,7.9,,-5.2,,1.4,,NA,,NA,,12.7,,3,,9.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-05-01,1892,05,NA,,24.4,S,-6.7,,13.4,,0.6,,7,,NA,,NA,,20.3,,20.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-06-01,1892,06,NA,,30,,-1.1,,22.6,,6.3,,14.5,,NA,,NA,,31.2,,31.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-07-01,1892,07,NA,,35.6,,2.2,,27.3,,9.8,,18.6,,NA,,NA,,132.6,,132.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-08-01,1892,08,NA,,32.2,,-1.1,,25.4,,9.6,,17.5,,NA,,NA,,66.8,,66.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-09-01,1892,09,NA,,31.1,,-3.3,,21.3,,4.7,,13,,NA,,NA,,1.8,,1.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-10-01,1892,10,NA,,27.2,,-12.2,,13.9,,-1.3,,6.3,,NA,,NA,,45.2,,45.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-11-01,1892,11,NA,,4.4,S,-28.9,S,-3.8,,-15.2,,-9.5,,NA,,NA,,39.6,,0,,39.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1892-12-01,1892,12,NA,,-1.7,,-38.3,,-11.2,,-25.9,,-18.6,,NA,,NA,,1.3,,0,,1.3,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-01-01,1893,01,NA,,-1.1,,-43.9,,-15,,-28.3,,-21.7,,NA,,NA,,13.2,,0,,13.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-02-01,1893,02,NA,,0.6,,-46.7,,-16.6,,-28.2,,-22.4,,NA,,NA,,10.9,,0,,10.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-03-01,1893,03,NA,,4.4,,-35,S,-6.2,,-21.2,,-13.7,,NA,,NA,,2.5,,0,T,2.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-04-01,1893,04,NA,,15.6,,-20,,3.5,,-9.2,,-2.9,,NA,,NA,,2.5,,2.5,,0,T
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-05-01,1893,05,NA,,31.1,,-6.1,,19.7,,1.4,,10.6,,NA,,NA,,22.9,,22.9,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-06-01,1893,06,NA,,35.6,,3.3,,24.3,,9,,16.7,,NA,,NA,,58.4,,58.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-07-01,1893,07,NA,,35.6,,2.2,S,27.2,,8.2,,17.7,,NA,,NA,,38.1,,38.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-08-01,1893,08,NA,,41.1,,-0.6,,27.6,,7.8,,17.7,,NA,,NA,,17.8,,17.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-09-01,1893,09,NA,,33.9,,-11.1,,21.2,,2.1,,11.7,,NA,,NA,,35.6,,35.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-10-01,1893,10,NA,,17.2,S,-13.3,,8.9,,-5.2,,1.9,,NA,,NA,,5.3,,5.1,,0.3,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-11-01,1893,11,NA,,12.2,,-31.7,S,-3.7,,-15.1,,-9.4,,NA,,NA,,18.3,,0,,18.3,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1893-12-01,1893,12,NA,,0.6,S,-40.6,,-14.8,,-28.2,,-21.5,,NA,,NA,,6.6,,0,,6.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-01-01,1894,01,NA,,3.3,,-43.9,,-17.2,,-31.6,,-24.4,,NA,,NA,,27.4,,0,,27.4,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-02-01,1894,02,NA,,4.4,,-36.7,S,-11,,-25.2,,-18.1,,NA,,NA,,8.4,,0,,8.4,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-03-01,1894,03,NA,,5,,-35.6,,-2.4,,-17.8,,-10.1,,NA,,NA,,40.6,,0,,40.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-04-01,1894,04,NA,,20.6,S,-15,,9.5,,-1.7,,3.9,,NA,,NA,,17.8,,17.8,,0,T
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-05-01,1894,05,NA,,27.8,,-4.4,,19.3,,2.3,,10.8,,NA,,NA,,17.8,,17.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-06-01,1894,06,NA,,36.7,,-1.7,,28.2,,9.7,,19,,NA,,NA,,43.2,,43.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-07-01,1894,07,NA,,37.8,,2.2,,28.5,,10.2,,19.4,,NA,,NA,,20.1,,20.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-08-01,1894,08,NA,,36.7,,1.7,,28.3,,8,,18.2,,NA,,NA,,16.8,,16.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-09-01,1894,09,NA,,31.7,,-11.7,,19.6,,2.2,,10.9,,NA,,NA,,11.9,,11.9,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-10-01,1894,10,NA,,NA,M,NA,M,NA,M,NA,M,NA,M,NA,,NA,,NA,M,NA,M,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-11-01,1894,11,NA,,10,,-31.7,,-2.4,,-12.2,,-7.3,,NA,,NA,,NA,M,NA,M,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1894-12-01,1894,12,NA,,3.3,,-36.1,,-6.3,,-16.7,,-11.5,,NA,,NA,,5.8,,0,,5.8,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-01-01,1895,01,NA,,-2.2,,-38.9,,-17.5,,-29.7,,-23.6,,NA,,NA,,11.2,,0,,11.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-02-01,1895,02,NA,,5.6,,-43.9,,-11.2,,-24.1,,-17.7,,NA,,NA,,15,,0,,15,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-03-01,1895,03,NA,,13.3,,-37.8,,-0.9,,-16.1,,-8.5,,NA,,NA,,6.4,,0,,6.4,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-04-01,1895,04,NA,,31.1,,-7.2,,18.1,,-0.6,,8.8,,NA,,NA,,0.3,,0.3,,0,T
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-05-01,1895,05,NA,,26.7,,-5.6,,19.3,,4.1,,11.7,,NA,,NA,,78.7,,78.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-06-01,1895,06,NA,,30.6,,-1.1,,21.2,,6.9,,14.1,,NA,,NA,,39.1,,39.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-07-01,1895,07,NA,,33.9,,2.2,,24.8,,10.1,,17.5,,NA,,NA,,105.4,,105.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-08-01,1895,08,NA,,31.7,,-2.8,,24.2,,7.2,,15.7,,NA,,NA,,32.3,,32.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-09-01,1895,09,NA,,35.6,,-6.7,,17.8,,2.4,,10.1,,NA,,NA,,38.4,,38.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-10-01,1895,10,NA,,23.9,,-15.6,,11.2,,-5.5,,2.9,,NA,,NA,,7.4,,2.8,,4.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-11-01,1895,11,NA,,7.2,,-31.1,,-4.5,,-14.9,,-9.7,,NA,,NA,,28.7,,0,,28.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1895-12-01,1895,12,NA,,4.4,,-31.7,,-6.9,,-21.5,,-14.2,,NA,,NA,,15.2,,0,,15.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-01-01,1896,01,NA,,0.6,S,-42.2,,-14,,-27.2,,-20.6,,NA,,NA,,47,,0,,47,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-02-01,1896,02,NA,,7.8,,-35,,-5.1,,-20.6,,-12.9,,NA,,NA,,9.1,,0,,9.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-03-01,1896,03,NA,,8.3,,-35.6,,-3.9,,-17.5,,-10.7,,NA,,NA,,40.9,,0,,40.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-04-01,1896,04,NA,,25.6,,-11.7,,7.3,,-2.7,,2.3,,NA,,NA,,67.1,,37.8,,29.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-05-01,1896,05,NA,,31.1,,0,,19.2,,4.9,,12.1,,NA,,NA,,78.5,,78.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-06-01,1896,06,NA,,29.4,,5,,23.4,,9.7,,16.6,,NA,,NA,,95.5,,95.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-07-01,1896,07,NA,,32.2,,3.9,,24.7,,10.6,,17.7,,NA,,NA,,75.9,,75.9,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-08-01,1896,08,NA,,29.4,S,0.6,S,23.6,,7.8,,15.7,,NA,,NA,,60.7,,60.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-09-01,1896,09,NA,,28.9,,-5.6,,17.6,,2.9,,10.3,,NA,,NA,,15.5,,15.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-10-01,1896,10,NA,,24.4,,-15.6,,10.5,,-5.4,,2.6,,NA,,NA,,10.2,,0,,10.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-11-01,1896,11,NA,,-0.6,,-40.6,,-11.2,,-20.9,,-16.1,,NA,,NA,,60.7,,0,,60.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1896-12-01,1896,12,NA,,4.4,,-36.7,,-6.7,,-18.1,,-12.4,,NA,,NA,,25.7,,0,,25.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-01-01,1897,01,NA,,3.3,,-37.8,,-12.5,,-26.3,,-19.4,,NA,,NA,,43.9,,0,,43.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-02-01,1897,02,NA,,0,,-40,,-12.3,,-25.3,,-18.8,,NA,,NA,,34.5,,0,,34.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-03-01,1897,03,NA,,5,,-41.1,,-7.9,,-21.2,,-14.6,,NA,,NA,,48.3,,17.8,,30.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-04-01,1897,04,NA,,23.9,,-11.7,,10.1,,-2.4,,3.9,,NA,,NA,,10.2,,10.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-05-01,1897,05,NA,,33.3,,-5.6,S,21.4,,2.8,,12.1,,NA,,NA,,8.9,,8.9,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-06-01,1897,06,NA,,37.8,,-3.3,,23.3,,7.4,,15.4,,NA,,NA,,16.8,,16.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-07-01,1897,07,NA,,35.6,,5.6,,27,,11.1,,19.1,,NA,,NA,,39.6,,39.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-08-01,1897,08,NA,,35.6,,1.1,,24.6,,8.7,,16.7,,NA,,NA,,58.2,,58.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-09-01,1897,09,NA,,35,,-3.9,,26.2,,6.6,,16.4,,NA,,NA,,9.4,,9.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-10-01,1897,10,NA,,26.7,,-14.4,,13.4,,-1.3,,6.1,,NA,,NA,,29,,29,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-11-01,1897,11,NA,,13.9,,-32.8,,-4.5,,-15.1,,-9.8,,NA,,NA,,52.1,,0,,52.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1897-12-01,1897,12,NA,,2.2,S,-34.4,S,-10.2,,-22.8,,-16.5,,NA,,NA,,16.5,,0,,16.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-01-01,1898,01,NA,,-1.1,,-32.8,S,-9.7,,-23.2,,-16.5,,NA,,NA,,28.7,,0,,28.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-02-01,1898,02,NA,,3.3,,-36.1,,-9.1,,-23.2,,-16.2,,NA,,NA,,32,,0,,32,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-03-01,1898,03,NA,,NA,M,NA,M,-4.6,,-15.4,,-10,,NA,,NA,,7.1,,0,,7.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-04-01,1898,04,NA,,27.2,,-16.7,,10.9,,-3.9,,3.5,,NA,,NA,,0,T,0,T,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-05-01,1898,05,NA,,31.1,,-5.6,S,20.6,,1.1,,10.9,,NA,,NA,,15.5,,15.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-06-01,1898,06,NA,,35,,-1.7,,21.9,,8.6,,15.3,,NA,,NA,,88.6,,88.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-07-01,1898,07,NA,,33.9,,0.6,,24.5,,10.7,,17.6,,NA,,NA,,140.5,,140.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-08-01,1898,08,NA,,31.7,,0.6,,23.6,,8.7,,16.2,,NA,,NA,,57.4,,57.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-09-01,1898,09,NA,,32.2,,-3.9,,19.6,,4.6,,12.1,,NA,,NA,,58.4,,58.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-10-01,1898,10,NA,,13.3,,-12.2,,7.5,,-2.5,,2.5,,NA,,NA,,80,,72.9,,7.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-11-01,1898,11,NA,,12.2,,-35.6,,-2.4,,-14.9,,-8.7,,NA,,NA,,36.8,,0,,36.8,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1898-12-01,1898,12,NA,,3.3,,-36.1,,-6.7,,-21.6,,-14.2,,NA,,NA,,10.2,,0,,10.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-01-01,1899,01,NA,,1.1,,-40,,-14.5,,-25.6,,-20.1,,NA,,NA,,35.1,,0,,35.1,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-02-01,1899,02,NA,,3.9,,-44.4,,-15.9,,-28.4,,-22.2,,NA,,NA,,7.6,,0,,7.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-03-01,1899,03,NA,,-3.3,,-36.1,,-10.6,,-24.6,,-17.6,,NA,,NA,,10.2,,0,,10.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-04-01,1899,04,NA,,21.1,,-24.4,,8.2,,-5.8,,1.2,,NA,,NA,,14.2,,5.3,,8.9,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-05-01,1899,05,NA,,23.9,S,-11.1,,15.2,,2.5,,8.9,,NA,,NA,,62.7,,62.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-06-01,1899,06,NA,,29.4,,3.3,,22.2,,8.3,,15.3,,NA,,NA,,99.8,,99.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-07-01,1899,07,NA,,32.2,S,3.3,,26.2,,10.9,,18.6,,NA,,NA,,30.7,,30.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-08-01,1899,08,NA,,30.6,,1.1,,23.8,,7.8,,15.8,,NA,,NA,,49.8,,49.8,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-09-01,1899,09,NA,,30,,-6.7,,19.1,,3.4,,11.3,,NA,,NA,,10.2,,10.2,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-10-01,1899,10,NA,,27.2,,-12.2,S,10.5,,-2.6,,4,,NA,,NA,,45.5,,45.5,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-11-01,1899,11,NA,,14.4,,-13.3,,6.5,,-5.6,,0.5,,NA,,NA,,31.2,,18.5,,12.7,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1899-12-01,1899,12,NA,,4.4,,-31.7,,-7.5,,-19.4,,-13.5,,NA,,NA,,7.6,,0,,7.6,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-01-01,1900,01,NA,,6.7,,-36.1,,-6.2,,-20.3,,-13.3,,NA,,NA,,12.2,,0,,12.2,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-02-01,1900,02,NA,,1.7,,-40.6,,-12.4,,-28.1,,-20.3,,NA,,NA,,NA,M,0,,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-03-01,1900,03,NA,,8.3,,-31.1,,-3.8,,-16.5,,-10.2,,NA,,NA,,NA,M,0,,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-04-01,1900,04,NA,,26.7,,-9.4,,17.2,,0.2,,8.7,,NA,,NA,,8.1,,8.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-05-01,1900,05,NA,,37.2,,-7.8,,22.4,,5.1,,13.8,,NA,,NA,,3.6,,3.6,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-06-01,1900,06,NA,,41.1,,-3.3,,27,,8.2,,17.6,,NA,,NA,,7.4,,7.4,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-07-01,1900,07,NA,,31.1,,2.2,,24.7,,10.7,,17.7,,NA,,NA,,84.3,,84.3,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-08-01,1900,08,NA,,33.9,,0.6,,25.9,,11.6,,18.8,,NA,,NA,,126.7,,126.7,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-09-01,1900,09,NA,,26.1,,-3.9,,17.7,,5.6,,11.7,,NA,,NA,,127,,127,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-10-01,1900,10,NA,,22.8,S,-5.6,,14.6,,1.5,,8.1,,NA,,NA,,8.1,,8.1,,0,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-11-01,1900,11,NA,,8.9,,-32.2,,-3.6,,-15.6,,-9.6,,NA,,NA,,16.5,,0,,16.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1900-12-01,1900,12,NA,,3.9,,-33.9,,-6.1,,-17.8,,-12,,NA,,NA,,30.5,,0,,30.5,
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1901-01-01,1901,01,NA,,3.3,,-41.1,,-13.3,,-26.1,,-19.7,,NA,,NA,,NA,M,0,,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1901-02-01,1901,02,NA,,2.2,,-33.9,,-12.6,,-24.2,,-18.4,,NA,,NA,,NA,M,NA,M,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1901-03-01,1901,03,NA,,5,,-28.3,,-1.9,,-13.6,,-7.8,,NA,,NA,,NA,M,NA,M,NA,M
BRANDON CDA,3472,NA,MB,49.87,-99.98,362.7,5010485,,,1901-04-01,1901,04,NA,,29.4,,-10.6,S,12.2,,-0.9,,5.7,,NA,,NA,,2.3,,2.3,,0,
