"Station Name","BRANDON A"
"Province","MANITOBA"
"Latitude","49.91"
"Longitude","-99.95"
"Elevation","409.30"
"Climate Identifier","5010481"
"WMO Identifier","71140"
"TC Identifier","YBR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-09-24 00:00","2017","09","24","00:00","‡","8.6","","7.2","","91","","4","","10","","24.1","","97.08","","","","","","Rain"
"2017-09-24 01:00","2017","09","24","01:00","‡","8.3","","7.1","","92","","5","","7","","24.1","","97.12","","","","","","Rain"
"2017-09-24 02:00","2017","09","24","02:00","‡","8.1","","7.2","","94","","4","","9","","16.1","","97.14","","","","","","Rain"
"2017-09-24 03:00","2017","09","24","03:00","‡","8.0","","7.4","","96","","1","","9","","16.1","","97.06","","","","","","Rain"
"2017-09-24 04:00","2017","09","24","04:00","‡","7.9","","7.4","","96","","34","","10","","24.1","","97.00","","","","","","Rain"
"2017-09-24 05:00","2017","09","24","05:00","‡","8.3","","7.5","","95","","2","","10","","24.1","","96.96","","","","","","Rain"
"2017-09-24 06:00","2017","09","24","06:00","‡","8.2","","7.4","","94","","2","","11","","24.1","","96.95","","","","","","Rain"
"2017-09-24 07:00","2017","09","24","07:00","‡","8.1","","7.5","","96","","34","","13","","19.3","","96.97","","","","","","Rain"
"2017-09-24 08:00","2017","09","24","08:00","‡","8.3","","7.5","","94","","36","","18","","16.1","","96.87","","","","","","Rain"
"2017-09-24 09:00","2017","09","24","09:00","‡","8.6","","7.5","","93","","35","","18","","19.3","","96.93","","","","","","Rain"
"2017-09-24 10:00","2017","09","24","10:00","‡","9.1","","7.9","","92","","36","","16","","19.3","","96.92","","","","","","Rain"
"2017-09-24 11:00","2017","09","24","11:00","‡","10.0","","7.9","","87","","2","","24","","24.1","","96.88","","","","","","NA"
"2017-09-24 12:00","2017","09","24","12:00","‡","10.5","","7.5","","82","","1","","22","","24.1","","96.82","","","","","","Cloudy"
"2017-09-24 13:00","2017","09","24","13:00","‡","10.6","","7.3","","80","","36","","19","","24.1","","96.83","","","","","","NA"
"2017-09-24 14:00","2017","09","24","14:00","‡","10.1","","7.4","","83","","1","","19","","24.1","","96.83","","","","","","Rain"
"2017-09-24 15:00","2017","09","24","15:00","‡","10.3","","7.8","","84","","34","","18","","24.1","","96.85","","","","","","Moderate Rain"
"2017-09-24 16:00","2017","09","24","16:00","‡","10.4","","7.3","","81","","1","","16","","24.1","","96.89","","","","","","Rain"
"2017-09-24 17:00","2017","09","24","17:00","‡","9.9","","7.6","","85","","34","","18","","24.1","","96.90","","","","","","Rain"
"2017-09-24 18:00","2017","09","24","18:00","‡","9.7","","7.8","","88","","32","","12","","24.1","","96.91","","","","","","Cloudy"
"2017-09-24 19:00","2017","09","24","19:00","‡","8.9","","7.8","","93","","32","","10","","24.1","","96.96","","","","","","NA"
"2017-09-24 20:00","2017","09","24","20:00","‡","8.4","","7.4","","93","","33","","12","","24.1","","96.98","","","","","","NA"
"2017-09-24 21:00","2017","09","24","21:00","‡","7.2","","6.4","","94","","33","","10","","24.1","","96.98","","","","","","Mostly Cloudy"
"2017-09-24 22:00","2017","09","24","22:00","‡","4.8","","4.2","","96","","31","","10","","24.1","","97.03","","","","","","NA"
"2017-09-24 23:00","2017","09","24","23:00","‡","6.8","","6.2","","96","","31","","10","","24.1","","97.08","","","","","","NA"
"2017-09-25 00:00","2017","09","25","00:00","‡","7.6","","6.9","","95","","34","","7","","24.1","","97.12","","","","","","Cloudy"
"2017-09-25 01:00","2017","09","25","01:00","‡","8.2","","5.7","","84","","2","","13","","24.1","","97.14","","","","","","NA"
"2017-09-25 02:00","2017","09","25","02:00","‡","8.0","","6.1","","88","","2","","8","","24.1","","97.16","","","","","","NA"
"2017-09-25 03:00","2017","09","25","03:00","‡","7.5","","5.8","","89","","36","","3","","24.1","","97.18","","","","","","Cloudy"
"2017-09-25 04:00","2017","09","25","04:00","‡","7.2","","5.0","","86","","1","","4","","24.1","","97.22","","","","","","NA"
"2017-09-25 05:00","2017","09","25","05:00","‡","6.6","","5.1","","90","","0","","1","","24.1","","97.23","","","","","","NA"
"2017-09-25 06:00","2017","09","25","06:00","‡","6.0","","5.0","","93","","36","","4","","24.1","","97.30","","","","","","Mostly Cloudy"
"2017-09-25 07:00","2017","09","25","07:00","‡","6.4","","5.0","","91","","36","","8","","24.1","","97.33","","","","","","NA"
"2017-09-25 08:00","2017","09","25","08:00","‡","8.8","","3.4","","69","","5","","8","","24.1","","97.37","","","","","","NA"
"2017-09-25 09:00","2017","09","25","09:00","‡","9.0","","4.0","","71","","5","","4","","24.1","","97.42","","","","","","Mostly Cloudy"
"2017-09-25 10:00","2017","09","25","10:00","‡","9.7","","4.3","","69","","1","","7","","24.1","","97.36","","","","","","NA"
"2017-09-25 11:00","2017","09","25","11:00","‡","10.5","","4.8","","68","","36","","8","","24.1","","97.39","","","","","","NA"
"2017-09-25 12:00","2017","09","25","12:00","‡","11.0","","4.8","","65","","5","","8","","24.1","","97.36","","","","","","Mostly Cloudy"
"2017-09-25 13:00","2017","09","25","13:00","‡","11.2","","4.4","","63","","10","","6","","24.1","","97.34","","","","","","NA"
"2017-09-25 14:00","2017","09","25","14:00","‡","12.5","","3.3","","53","","32","","5","","24.1","","97.27","","","","","","NA"
"2017-09-25 15:00","2017","09","25","15:00","‡","12.7","","4.0","","55","","10","","9","","24.1","","97.26","","","","","","Cloudy"
"2017-09-25 16:00","2017","09","25","16:00","‡","12.1","","4.2","","58","","5","","7","","24.1","","97.24","","","","","","NA"
"2017-09-25 17:00","2017","09","25","17:00","‡","11.9","","4.5","","61","","7","","14","","24.1","","97.25","","","","","","NA"
"2017-09-25 18:00","2017","09","25","18:00","‡","10.8","","4.5","","65","","6","","8","","24.1","","97.27","","","","","","Mostly Cloudy"
"2017-09-25 19:00","2017","09","25","19:00","‡","10.1","","5.8","","74","","10","","12","","24.1","","97.30","","","","","","NA"
"2017-09-25 20:00","2017","09","25","20:00","‡","9.4","","6.0","","79","","9","","11","","24.1","","97.29","","","","","","NA"
"2017-09-25 21:00","2017","09","25","21:00","‡","9.1","","4.8","","75","","11","","11","","24.1","","97.30","","","","","","Mostly Cloudy"
"2017-09-25 22:00","2017","09","25","22:00","‡","8.5","","5.1","","80","","14","","8","","24.1","","97.26","","","","","","NA"
"2017-09-25 23:00","2017","09","25","23:00","‡","5.1","","3.7","","90","","6","","8","","24.1","","97.25","","","","","","NA"
"2017-09-26 00:00","2017","09","26","00:00"
"2017-09-26 01:00","2017","09","26","01:00"
"2017-09-26 02:00","2017","09","26","02:00"
"2017-09-26 03:00","2017","09","26","03:00"
"2017-09-26 04:00","2017","09","26","04:00"
"2017-09-26 05:00","2017","09","26","05:00"
"2017-09-26 06:00","2017","09","26","06:00"
"2017-09-26 07:00","2017","09","26","07:00"
"2017-09-26 08:00","2017","09","26","08:00"
"2017-09-26 09:00","2017","09","26","09:00"
"2017-09-26 10:00","2017","09","26","10:00"
"2017-09-26 11:00","2017","09","26","11:00"
"2017-09-26 12:00","2017","09","26","12:00"
"2017-09-26 13:00","2017","09","26","13:00"
"2017-09-26 14:00","2017","09","26","14:00"
"2017-09-26 15:00","2017","09","26","15:00"
"2017-09-26 16:00","2017","09","26","16:00"
"2017-09-26 17:00","2017","09","26","17:00"
"2017-09-26 18:00","2017","09","26","18:00"
"2017-09-26 19:00","2017","09","26","19:00"
"2017-09-26 20:00","2017","09","26","20:00"
"2017-09-26 21:00","2017","09","26","21:00"
"2017-09-26 22:00","2017","09","26","22:00"
"2017-09-26 23:00","2017","09","26","23:00"
"2017-09-27 00:00","2017","09","27","00:00"
"2017-09-27 01:00","2017","09","27","01:00"
"2017-09-27 02:00","2017","09","27","02:00"
"2017-09-27 03:00","2017","09","27","03:00"
"2017-09-27 04:00","2017","09","27","04:00"
"2017-09-27 05:00","2017","09","27","05:00"
"2017-09-27 06:00","2017","09","27","06:00"
"2017-09-27 07:00","2017","09","27","07:00"
"2017-09-27 08:00","2017","09","27","08:00"
"2017-09-27 09:00","2017","09","27","09:00"
"2017-09-27 10:00","2017","09","27","10:00"
"2017-09-27 11:00","2017","09","27","11:00"
"2017-09-27 12:00","2017","09","27","12:00"
"2017-09-27 13:00","2017","09","27","13:00"
"2017-09-27 14:00","2017","09","27","14:00"
"2017-09-27 15:00","2017","09","27","15:00"
"2017-09-27 16:00","2017","09","27","16:00"
"2017-09-27 17:00","2017","09","27","17:00"
"2017-09-27 18:00","2017","09","27","18:00"
"2017-09-27 19:00","2017","09","27","19:00"
"2017-09-27 20:00","2017","09","27","20:00"
"2017-09-27 21:00","2017","09","27","21:00"
"2017-09-27 22:00","2017","09","27","22:00"
"2017-09-27 23:00","2017","09","27","23:00"
"2017-09-28 00:00","2017","09","28","00:00"
"2017-09-28 01:00","2017","09","28","01:00"
"2017-09-28 02:00","2017","09","28","02:00"
"2017-09-28 03:00","2017","09","28","03:00"
"2017-09-28 04:00","2017","09","28","04:00"
"2017-09-28 05:00","2017","09","28","05:00"
"2017-09-28 06:00","2017","09","28","06:00"
"2017-09-28 07:00","2017","09","28","07:00"
"2017-09-28 08:00","2017","09","28","08:00"
"2017-09-28 09:00","2017","09","28","09:00"
"2017-09-28 10:00","2017","09","28","10:00"
"2017-09-28 11:00","2017","09","28","11:00"
"2017-09-28 12:00","2017","09","28","12:00"
"2017-09-28 13:00","2017","09","28","13:00"
"2017-09-28 14:00","2017","09","28","14:00"
"2017-09-28 15:00","2017","09","28","15:00"
"2017-09-28 16:00","2017","09","28","16:00"
"2017-09-28 17:00","2017","09","28","17:00"
"2017-09-28 18:00","2017","09","28","18:00"
"2017-09-28 19:00","2017","09","28","19:00"
"2017-09-28 20:00","2017","09","28","20:00"
"2017-09-28 21:00","2017","09","28","21:00"
"2017-09-28 22:00","2017","09","28","22:00"
"2017-09-28 23:00","2017","09","28","23:00"
"2017-09-29 00:00","2017","09","29","00:00"
"2017-09-29 01:00","2017","09","29","01:00"
"2017-09-29 02:00","2017","09","29","02:00"
"2017-09-29 03:00","2017","09","29","03:00"
"2017-09-29 04:00","2017","09","29","04:00"
"2017-09-29 05:00","2017","09","29","05:00"
"2017-09-29 06:00","2017","09","29","06:00"
"2017-09-29 07:00","2017","09","29","07:00"
"2017-09-29 08:00","2017","09","29","08:00"
"2017-09-29 09:00","2017","09","29","09:00"
"2017-09-29 10:00","2017","09","29","10:00"
"2017-09-29 11:00","2017","09","29","11:00"
"2017-09-29 12:00","2017","09","29","12:00"
"2017-09-29 13:00","2017","09","29","13:00"
"2017-09-29 14:00","2017","09","29","14:00"
"2017-09-29 15:00","2017","09","29","15:00"
"2017-09-29 16:00","2017","09","29","16:00"
"2017-09-29 17:00","2017","09","29","17:00"
"2017-09-29 18:00","2017","09","29","18:00"
"2017-09-29 19:00","2017","09","29","19:00"
"2017-09-29 20:00","2017","09","29","20:00"
"2017-09-29 21:00","2017","09","29","21:00"
"2017-09-29 22:00","2017","09","29","22:00"
"2017-09-29 23:00","2017","09","29","23:00"
"2017-09-30 00:00","2017","09","30","00:00"
"2017-09-30 01:00","2017","09","30","01:00"
"2017-09-30 02:00","2017","09","30","02:00"
"2017-09-30 03:00","2017","09","30","03:00"
"2017-09-30 04:00","2017","09","30","04:00"
"2017-09-30 05:00","2017","09","30","05:00"
"2017-09-30 06:00","2017","09","30","06:00"
"2017-09-30 07:00","2017","09","30","07:00"
"2017-09-30 08:00","2017","09","30","08:00"
"2017-09-30 09:00","2017","09","30","09:00"
"2017-09-30 10:00","2017","09","30","10:00"
"2017-09-30 11:00","2017","09","30","11:00"
"2017-09-30 12:00","2017","09","30","12:00"
"2017-09-30 13:00","2017","09","30","13:00"
"2017-09-30 14:00","2017","09","30","14:00"
"2017-09-30 15:00","2017","09","30","15:00"
"2017-09-30 16:00","2017","09","30","16:00"
"2017-09-30 17:00","2017","09","30","17:00"
"2017-09-30 18:00","2017","09","30","18:00"
"2017-09-30 19:00","2017","09","30","19:00"
"2017-09-30 20:00","2017","09","30","20:00"
"2017-09-30 21:00","2017","09","30","21:00"
"2017-09-30 22:00","2017","09","30","22:00"
"2017-09-30 23:00","2017","09","30","23:00"
